 ZONE i=641, j=65
 0.13762304E+02, 0.56707589E+00
 0.13802486E+02, 0.56931639E+00
 0.13842669E+02, 0.57155693E+00
 0.13882853E+02, 0.57379750E+00
 0.13923037E+02, 0.57603812E+00
 0.13963221E+02, 0.57827877E+00
 0.14003407E+02, 0.58051945E+00
 0.14043593E+02, 0.58276018E+00
 0.14083779E+02, 0.58500094E+00
 0.14123967E+02, 0.58724174E+00
 0.14164155E+02, 0.58948258E+00
 0.14204344E+02, 0.59172345E+00
 0.14244533E+02, 0.59396436E+00
 0.14284723E+02, 0.59620530E+00
 0.14324913E+02, 0.59844628E+00
 0.14365105E+02, 0.60068730E+00
 0.14405297E+02, 0.60292835E+00
 0.14445489E+02, 0.60516944E+00
 0.14485682E+02, 0.60741056E+00
 0.14525876E+02, 0.60965172E+00
 0.14566071E+02, 0.61189291E+00
 0.14606266E+02, 0.61413414E+00
 0.14646461E+02, 0.61637540E+00
 0.14686658E+02, 0.61861670E+00
 0.14726855E+02, 0.62085803E+00
 0.14767052E+02, 0.62309940E+00
 0.14807250E+02, 0.62534080E+00
 0.14847449E+02, 0.62758223E+00
 0.14887648E+02, 0.62982370E+00
 0.14927848E+02, 0.63206520E+00
 0.14968049E+02, 0.63430673E+00
 0.15008250E+02, 0.63654830E+00
 0.15048452E+02, 0.63878990E+00
 0.15088654E+02, 0.64103154E+00
 0.15128857E+02, 0.64327320E+00
 0.15169061E+02, 0.64551490E+00
 0.15209265E+02, 0.64775663E+00
 0.15249469E+02, 0.64999840E+00
 0.15289675E+02, 0.65224019E+00
 0.15329880E+02, 0.65448202E+00
 0.15370087E+02, 0.65672388E+00
 0.15410294E+02, 0.65896577E+00
 0.15450501E+02, 0.66120769E+00
 0.15490709E+02, 0.66344964E+00
 0.15530918E+02, 0.66569163E+00
 0.15571127E+02, 0.66793364E+00
 0.15611337E+02, 0.67017569E+00
 0.15651547E+02, 0.67241777E+00
 0.15691758E+02, 0.67465987E+00
 0.15731969E+02, 0.67690201E+00
 0.15772181E+02, 0.67914418E+00
 0.15812394E+02, 0.68138637E+00
 0.15852607E+02, 0.68362860E+00
 0.15892820E+02, 0.68587086E+00
 0.15933034E+02, 0.68811314E+00
 0.15973249E+02, 0.69035546E+00
 0.16013464E+02, 0.69259780E+00
 0.16053680E+02, 0.69484018E+00
 0.16093896E+02, 0.69708258E+00
 0.16134112E+02, 0.69932501E+00
 0.16174329E+02, 0.70156747E+00
 0.16214547E+02, 0.70380996E+00
 0.16254765E+02, 0.70605247E+00
 0.16294984E+02, 0.70829502E+00
 0.16335203E+02, 0.71053759E+00
 0.16375423E+02, 0.71278019E+00
 0.16415643E+02, 0.71502282E+00
 0.16455864E+02, 0.71726547E+00
 0.16496085E+02, 0.71950815E+00
 0.16536306E+02, 0.72175086E+00
 0.16576528E+02, 0.72399359E+00
 0.16616751E+02, 0.72623636E+00
 0.16656974E+02, 0.72847914E+00
 0.16697197E+02, 0.73072196E+00
 0.16737421E+02, 0.73296480E+00
 0.16777646E+02, 0.73520766E+00
 0.16817871E+02, 0.73745056E+00
 0.16858096E+02, 0.73969348E+00
 0.16898322E+02, 0.74193642E+00
 0.16938548E+02, 0.74417939E+00
 0.16978775E+02, 0.74642238E+00
 0.17019002E+02, 0.74866540E+00
 0.17059230E+02, 0.75090845E+00
 0.17099458E+02, 0.75315151E+00
 0.17139686E+02, 0.75539461E+00
 0.17179915E+02, 0.75763772E+00
 0.17220145E+02, 0.75988087E+00
 0.17260375E+02, 0.76212403E+00
 0.17300605E+02, 0.76436722E+00
 0.17340836E+02, 0.76661043E+00
 0.17381067E+02, 0.76885367E+00
 0.17421298E+02, 0.77109693E+00
 0.17461530E+02, 0.77334022E+00
 0.17501762E+02, 0.77558352E+00
 0.17541995E+02, 0.77782685E+00
 0.17582228E+02, 0.78007020E+00
 0.17622462E+02, 0.78231358E+00
 0.17662696E+02, 0.78455697E+00
 0.17702930E+02, 0.78680039E+00
 0.17743165E+02, 0.78904384E+00
 0.17783400E+02, 0.79128730E+00
 0.17823636E+02, 0.79353078E+00
 0.17863872E+02, 0.79577429E+00
 0.17904108E+02, 0.79801782E+00
 0.17944345E+02, 0.80026137E+00
 0.17984582E+02, 0.80250494E+00
 0.18024819E+02, 0.80474853E+00
 0.18065057E+02, 0.80699214E+00
 0.18105295E+02, 0.80923577E+00
 0.18145534E+02, 0.81147943E+00
 0.18185773E+02, 0.81372310E+00
 0.18226012E+02, 0.81596679E+00
 0.18266252E+02, 0.81821050E+00
 0.18306492E+02, 0.82045424E+00
 0.18346732E+02, 0.82269799E+00
 0.18386973E+02, 0.82494176E+00
 0.18427214E+02, 0.82718555E+00
 0.18467455E+02, 0.82942936E+00
 0.18507697E+02, 0.83167319E+00
 0.18547939E+02, 0.83391704E+00
 0.18588181E+02, 0.83616091E+00
 0.18628424E+02, 0.83840479E+00
 0.18668667E+02, 0.84064869E+00
 0.18708910E+02, 0.84289262E+00
 0.18749154E+02, 0.84513656E+00
 0.18789398E+02, 0.84738051E+00
 0.18829642E+02, 0.84962449E+00
 0.18869887E+02, 0.85186848E+00
 0.18910132E+02, 0.85411249E+00
 0.18950377E+02, 0.85635651E+00
 0.18990623E+02, 0.85860056E+00
 0.19030869E+02, 0.86084462E+00
 0.19071115E+02, 0.86308870E+00
 0.19111361E+02, 0.86533279E+00
 0.19151608E+02, 0.86757690E+00
 0.19191855E+02, 0.86982102E+00
 0.19232102E+02, 0.87206517E+00
 0.19272350E+02, 0.87430932E+00
 0.19312598E+02, 0.87655350E+00
 0.19352846E+02, 0.87879769E+00
 0.19393094E+02, 0.88104189E+00
 0.19433343E+02, 0.88328611E+00
 0.19473592E+02, 0.88553034E+00
 0.19513841E+02, 0.88777459E+00
 0.19554091E+02, 0.89001886E+00
 0.19594341E+02, 0.89226313E+00
 0.19634591E+02, 0.89450743E+00
 0.19674841E+02, 0.89675173E+00
 0.19715091E+02, 0.89899605E+00
 0.19755342E+02, 0.90124039E+00
 0.19795593E+02, 0.90348474E+00
 0.19835844E+02, 0.90572910E+00
 0.19876096E+02, 0.90797347E+00
 0.19916348E+02, 0.91021786E+00
 0.19956600E+02, 0.91246226E+00
 0.19996852E+02, 0.91470668E+00
 0.20037104E+02, 0.91695110E+00
 0.20077357E+02, 0.91919554E+00
 0.20117610E+02, 0.92143999E+00
 0.20157863E+02, 0.92368446E+00
 0.20198116E+02, 0.92592893E+00
 0.20238370E+02, 0.92817342E+00
 0.20278624E+02, 0.93041792E+00
 0.20318877E+02, 0.93266243E+00
 0.20359132E+02, 0.93490695E+00
 0.20399386E+02, 0.93715149E+00
 0.20439640E+02, 0.93939603E+00
 0.20479895E+02, 0.94164059E+00
 0.20520150E+02, 0.94388515E+00
 0.20560405E+02, 0.94612973E+00
 0.20600661E+02, 0.94837432E+00
 0.20640916E+02, 0.95061891E+00
 0.20681172E+02, 0.95286352E+00
 0.20721428E+02, 0.95510814E+00
 0.20761684E+02, 0.95735277E+00
 0.20801940E+02, 0.95959740E+00
 0.20842196E+02, 0.96184205E+00
 0.20882453E+02, 0.96408670E+00
 0.20922709E+02, 0.96633137E+00
 0.20962966E+02, 0.96857604E+00
 0.21003223E+02, 0.97082072E+00
 0.21043480E+02, 0.97306541E+00
 0.21083738E+02, 0.97531011E+00
 0.21123995E+02, 0.97755482E+00
 0.21164253E+02, 0.97979953E+00
 0.21204511E+02, 0.98204425E+00
 0.21244768E+02, 0.98428899E+00
 0.21285026E+02, 0.98653372E+00
 0.21325285E+02, 0.98877847E+00
 0.21365543E+02, 0.99102322E+00
 0.21405801E+02, 0.99326798E+00
 0.21446060E+02, 0.99551275E+00
 0.21486318E+02, 0.99775752E+00
 0.21526577E+02, 0.10000023E+01
 0.21566836E+02, 0.10022471E+01
 0.21607095E+02, 0.10044919E+01
 0.21647354E+02, 0.10067367E+01
 0.21687613E+02, 0.10089815E+01
 0.21727873E+02, 0.10112263E+01
 0.21768132E+02, 0.10134711E+01
 0.21808392E+02, 0.10157159E+01
 0.21848651E+02, 0.10179608E+01
 0.21888911E+02, 0.10202056E+01
 0.21929171E+02, 0.10224504E+01
 0.21969431E+02, 0.10246953E+01
 0.22009691E+02, 0.10269401E+01
 0.22049951E+02, 0.10291850E+01
 0.22090211E+02, 0.10314298E+01
 0.22130471E+02, 0.10336747E+01
 0.22170731E+02, 0.10359195E+01
 0.22210992E+02, 0.10381644E+01
 0.22251252E+02, 0.10404093E+01
 0.22291512E+02, 0.10426542E+01
 0.22331773E+02, 0.10448990E+01
 0.22372033E+02, 0.10471439E+01
 0.22412294E+02, 0.10493888E+01
 0.22452555E+02, 0.10516337E+01
 0.22492816E+02, 0.10538786E+01
 0.22533076E+02, 0.10561235E+01
 0.22573337E+02, 0.10583684E+01
 0.22613598E+02, 0.10606133E+01
 0.22653859E+02, 0.10628582E+01
 0.22694120E+02, 0.10651031E+01
 0.22734381E+02, 0.10673480E+01
 0.22774642E+02, 0.10695929E+01
 0.22814903E+02, 0.10718378E+01
 0.22855164E+02, 0.10740827E+01
 0.22895425E+02, 0.10763276E+01
 0.22935686E+02, 0.10785725E+01
 0.22975947E+02, 0.10808174E+01
 0.23016208E+02, 0.10830623E+01
 0.23056469E+02, 0.10853072E+01
 0.23096730E+02, 0.10875521E+01
 0.23136990E+02, 0.10897969E+01
 0.23178746E+02, 0.10921252E+01
 0.23222046E+02, 0.10945396E+01
 0.23266935E+02, 0.10970426E+01
 0.23313461E+02, 0.10996368E+01
 0.23361672E+02, 0.11023250E+01
 0.23411616E+02, 0.11051098E+01
 0.23463341E+02, 0.11079939E+01
 0.23516896E+02, 0.11109801E+01
 0.23572330E+02, 0.11140710E+01
 0.23629693E+02, 0.11172695E+01
 0.23689032E+02, 0.11205782E+01
 0.23750398E+02, 0.11239998E+01
 0.23813838E+02, 0.11275372E+01
 0.23879400E+02, 0.11311928E+01
 0.23947131E+02, 0.11349695E+01
 0.24017079E+02, 0.11388697E+01
 0.24089289E+02, 0.11428960E+01
 0.24163805E+02, 0.11470509E+01
 0.24240671E+02, 0.11513369E+01
 0.24319928E+02, 0.11557562E+01
 0.24401617E+02, 0.11603110E+01
 0.24485774E+02, 0.11650035E+01
 0.24572437E+02, 0.11698357E+01
 0.24661638E+02, 0.11748095E+01
 0.24753408E+02, 0.11799265E+01
 0.24847775E+02, 0.11851883E+01
 0.24944765E+02, 0.11905963E+01
 0.25044398E+02, 0.11961517E+01
 0.25146692E+02, 0.12018555E+01
 0.25251661E+02, 0.12077084E+01
 0.25359315E+02, 0.12137111E+01
 0.25469660E+02, 0.12198638E+01
 0.25582695E+02, 0.12261665E+01
 0.25698419E+02, 0.12326191E+01
 0.25816820E+02, 0.12392210E+01
 0.25937886E+02, 0.12459715E+01
 0.26061596E+02, 0.12528694E+01
 0.26187925E+02, 0.12599134E+01
 0.26316841E+02, 0.12671016E+01
 0.26448308E+02, 0.12744320E+01
 0.26582282E+02, 0.12819023E+01
 0.26718714E+02, 0.12895096E+01
 0.26857548E+02, 0.12972508E+01
 0.26998722E+02, 0.13051225E+01
 0.27142168E+02, 0.13131208E+01
 0.27287811E+02, 0.13212417E+01
 0.27435570E+02, 0.13294806E+01
 0.27585359E+02, 0.13378326E+01
 0.27737084E+02, 0.13462926E+01
 0.27890646E+02, 0.13548550E+01
 0.28045940E+02, 0.13635141E+01
 0.28202857E+02, 0.13722636E+01
 0.28361281E+02, 0.13810971E+01
 0.28521092E+02, 0.13900080E+01
 0.28682165E+02, 0.13989892E+01
 0.28844371E+02, 0.14080336E+01
 0.29007577E+02, 0.14171338E+01
 0.29171647E+02, 0.14262821E+01
 0.29336442E+02, 0.14354709E+01
 0.29501819E+02, 0.14446921E+01
 0.29667635E+02, 0.14539378E+01
 0.29833744E+02, 0.14631998E+01
 0.30000000E+02, 0.14724701E+01
 0.00000000E+00, 0.11725793E+01
 0.39775727E-01, 0.11725793E+01
 0.79553127E-01, 0.11725793E+01
 0.11933219E+00, 0.11725793E+01
 0.15911293E+00, 0.11725793E+01
 0.19889533E+00, 0.11725793E+01
 0.23867938E+00, 0.11725793E+01
 0.27846510E+00, 0.11725793E+01
 0.31825247E+00, 0.11725793E+01
 0.35804149E+00, 0.11725793E+01
 0.39783216E+00, 0.11725793E+01
 0.43762448E+00, 0.11725793E+01
 0.47741844E+00, 0.11725793E+01
 0.51721405E+00, 0.11725793E+01
 0.55701129E+00, 0.11725793E+01
 0.59681016E+00, 0.11725793E+01
 0.63661067E+00, 0.11725793E+01
 0.67641280E+00, 0.11725793E+01
 0.71621657E+00, 0.11725793E+01
 0.75602196E+00, 0.11725793E+01
 0.79582896E+00, 0.11725793E+01
 0.83563759E+00, 0.11725793E+01
 0.87544783E+00, 0.11725793E+01
 0.91525969E+00, 0.11725793E+01
 0.95507315E+00, 0.11725793E+01
 0.99488822E+00, 0.11725793E+01
 0.10347049E+01, 0.11725793E+01
 0.10745232E+01, 0.11725793E+01
 0.11143430E+01, 0.11725793E+01
 0.11541645E+01, 0.11725793E+01
 0.11939876E+01, 0.11725793E+01
 0.12338122E+01, 0.11725793E+01
 0.12736385E+01, 0.11725793E+01
 0.13134663E+01, 0.11725793E+01
 0.13532957E+01, 0.11725793E+01
 0.13931267E+01, 0.11725793E+01
 0.14329592E+01, 0.11725793E+01
 0.14727934E+01, 0.11725793E+01
 0.15126291E+01, 0.11725793E+01
 0.15524664E+01, 0.11725793E+01
 0.15923052E+01, 0.11725793E+01
 0.16321456E+01, 0.11725793E+01
 0.16719875E+01, 0.11725793E+01
 0.17118310E+01, 0.11725793E+01
 0.17516761E+01, 0.11725793E+01
 0.17915227E+01, 0.11725793E+01
 0.18313709E+01, 0.11725793E+01
 0.18712206E+01, 0.11725793E+01
 0.19110718E+01, 0.11725793E+01
 0.19509246E+01, 0.11725793E+01
 0.19907790E+01, 0.11725793E+01
 0.20306348E+01, 0.11725793E+01
 0.20704922E+01, 0.11725793E+01
 0.21103511E+01, 0.11725793E+01
 0.21502116E+01, 0.11725793E+01
 0.21900735E+01, 0.11725793E+01
 0.22299370E+01, 0.11725793E+01
 0.22698020E+01, 0.11725793E+01
 0.23096685E+01, 0.11725793E+01
 0.23495365E+01, 0.11725793E+01
 0.23894061E+01, 0.11725793E+01
 0.24292771E+01, 0.11725793E+01
 0.24691496E+01, 0.11725793E+01
 0.25090237E+01, 0.11725793E+01
 0.25488992E+01, 0.11725793E+01
 0.25887762E+01, 0.11725793E+01
 0.26286547E+01, 0.11725793E+01
 0.26685347E+01, 0.11725793E+01
 0.27084162E+01, 0.11725793E+01
 0.27482992E+01, 0.11725793E+01
 0.27881836E+01, 0.11725793E+01
 0.28280696E+01, 0.11725793E+01
 0.28679570E+01, 0.11725793E+01
 0.29078458E+01, 0.11725793E+01
 0.29477362E+01, 0.11725793E+01
 0.29876280E+01, 0.11725793E+01
 0.30275212E+01, 0.11725793E+01
 0.30674160E+01, 0.11725793E+01
 0.31073121E+01, 0.11725793E+01
 0.31472098E+01, 0.11725793E+01
 0.31871089E+01, 0.11725793E+01
 0.32270094E+01, 0.11725793E+01
 0.32669114E+01, 0.11725793E+01
 0.33068148E+01, 0.11725793E+01
 0.33467197E+01, 0.11725793E+01
 0.33866260E+01, 0.11725793E+01
 0.34265337E+01, 0.11651902E+01
 0.34664429E+01, 0.11578008E+01
 0.35063534E+01, 0.11504112E+01
 0.35462655E+01, 0.11430213E+01
 0.35861789E+01, 0.11356311E+01
 0.36260938E+01, 0.11282407E+01
 0.36660100E+01, 0.11208500E+01
 0.37059277E+01, 0.11134590E+01
 0.37458468E+01, 0.11060678E+01
 0.37857673E+01, 0.10986763E+01
 0.38256892E+01, 0.10912846E+01
 0.38656125E+01, 0.10838926E+01
 0.39055373E+01, 0.10765003E+01
 0.39454634E+01, 0.10691078E+01
 0.39853909E+01, 0.10617150E+01
 0.40253198E+01, 0.10543220E+01
 0.40652500E+01, 0.10469287E+01
 0.41051817E+01, 0.10395351E+01
 0.41451148E+01, 0.10321413E+01
 0.41850492E+01, 0.10247473E+01
 0.42249850E+01, 0.10173530E+01
 0.42649222E+01, 0.10099584E+01
 0.43048607E+01, 0.10025636E+01
 0.43448007E+01, 0.99516849E+00
 0.43847419E+01, 0.98777316E+00
 0.44246846E+01, 0.98037758E+00
 0.44646286E+01, 0.97298175E+00
 0.45045740E+01, 0.96558567E+00
 0.45445207E+01, 0.95818934E+00
 0.45844687E+01, 0.95079275E+00
 0.46244182E+01, 0.94339592E+00
 0.46643689E+01, 0.93599884E+00
 0.47043210E+01, 0.92860151E+00
 0.47442745E+01, 0.92120393E+00
 0.47842292E+01, 0.91380610E+00
 0.48241853E+01, 0.90640803E+00
 0.48641428E+01, 0.89900971E+00
 0.49041016E+01, 0.89161114E+00
 0.49440617E+01, 0.88421233E+00
 0.49840231E+01, 0.87681327E+00
 0.50239858E+01, 0.86941397E+00
 0.50639499E+01, 0.86201443E+00
 0.51039152E+01, 0.85461464E+00
 0.51438819E+01, 0.84721461E+00
 0.51838499E+01, 0.83981434E+00
 0.52238192E+01, 0.83241383E+00
 0.52637898E+01, 0.82501307E+00
 0.53037617E+01, 0.81761208E+00
 0.53437349E+01, 0.81021084E+00
 0.53837094E+01, 0.80280937E+00
 0.54236851E+01, 0.79540766E+00
 0.54636622E+01, 0.78800570E+00
 0.55036405E+01, 0.78060351E+00
 0.55436202E+01, 0.77320109E+00
 0.55836011E+01, 0.76579842E+00
 0.56235833E+01, 0.75839552E+00
 0.56635667E+01, 0.75099238E+00
 0.57035514E+01, 0.74358901E+00
 0.57435374E+01, 0.73264470E+00
 0.57835247E+01, 0.72170004E+00
 0.58235132E+01, 0.71075503E+00
 0.58635030E+01, 0.69980968E+00
 0.59034940E+01, 0.68886398E+00
 0.59434863E+01, 0.67791794E+00
 0.59834799E+01, 0.66697156E+00
 0.60234747E+01, 0.65602484E+00
 0.60634707E+01, 0.64507778E+00
 0.61034680E+01, 0.63413038E+00
 0.61434665E+01, 0.62318264E+00
 0.61834662E+01, 0.61223456E+00
 0.62234672E+01, 0.60128614E+00
 0.62634694E+01, 0.59033738E+00
 0.63034729E+01, 0.57938829E+00
 0.63434775E+01, 0.56843887E+00
 0.63834834E+01, 0.55748911E+00
 0.64234905E+01, 0.54653901E+00
 0.64634989E+01, 0.54299633E+00
 0.65035084E+01, 0.53945354E+00
 0.65435191E+01, 0.53591063E+00
 0.65835311E+01, 0.53236763E+00
 0.66235443E+01, 0.52882451E+00
 0.66635586E+01, 0.52528129E+00
 0.67035742E+01, 0.52173797E+00
 0.67435909E+01, 0.51819453E+00
 0.67836089E+01, 0.51465100E+00
 0.68236280E+01, 0.51110735E+00
 0.68636483E+01, 0.50756360E+00
 0.69036698E+01, 0.50401975E+00
 0.69436925E+01, 0.50047579E+00
 0.69837164E+01, 0.49693173E+00
 0.70237414E+01, 0.49338756E+00
 0.70637676E+01, 0.48984329E+00
 0.71037950E+01, 0.48629892E+00
 0.71438236E+01, 0.48275444E+00
 0.71838533E+01, 0.47920986E+00
 0.72238842E+01, 0.47566518E+00
 0.72639162E+01, 0.47212039E+00
 0.73039494E+01, 0.46857551E+00
 0.73439837E+01, 0.46857551E+00
 0.73840192E+01, 0.46857551E+00
 0.74240559E+01, 0.46857551E+00
 0.74640936E+01, 0.46857551E+00
 0.75041326E+01, 0.46857551E+00
 0.75441726E+01, 0.46857551E+00
 0.75842138E+01, 0.46857551E+00
 0.76242562E+01, 0.46857551E+00
 0.76642996E+01, 0.46857551E+00
 0.77043442E+01, 0.46857551E+00
 0.77443899E+01, 0.46857551E+00
 0.77844367E+01, 0.46857551E+00
 0.78244847E+01, 0.46857551E+00
 0.78645337E+01, 0.46857551E+00
 0.79045839E+01, 0.46857551E+00
 0.79446352E+01, 0.46857551E+00
 0.79846876E+01, 0.46857551E+00
 0.80247411E+01, 0.46857551E+00
 0.80647957E+01, 0.46857551E+00
 0.81048514E+01, 0.46857551E+00
 0.81449081E+01, 0.46857551E+00
 0.81849660E+01, 0.46857551E+00
 0.82250250E+01, 0.46857551E+00
 0.82650850E+01, 0.46857551E+00
 0.83051462E+01, 0.46857551E+00
 0.83452084E+01, 0.46857551E+00
 0.83852717E+01, 0.46857551E+00
 0.84253360E+01, 0.46857551E+00
 0.84654015E+01, 0.46857551E+00
 0.85054680E+01, 0.46857551E+00
 0.85455356E+01, 0.46857551E+00
 0.85856042E+01, 0.46857551E+00
 0.86256739E+01, 0.46857551E+00
 0.86657446E+01, 0.46857551E+00
 0.87058164E+01, 0.46857551E+00
 0.87458893E+01, 0.46857551E+00
 0.87859632E+01, 0.46857551E+00
 0.88260381E+01, 0.46857551E+00
 0.88661141E+01, 0.46857551E+00
 0.89061912E+01, 0.46857551E+00
 0.89462692E+01, 0.46857551E+00
 0.89863483E+01, 0.46857551E+00
 0.90264285E+01, 0.46857551E+00
 0.90665096E+01, 0.46857551E+00
 0.91065918E+01, 0.46857551E+00
 0.91466750E+01, 0.46857551E+00
 0.91867593E+01, 0.46857551E+00
 0.92268445E+01, 0.46857551E+00
 0.92669308E+01, 0.46857551E+00
 0.93070180E+01, 0.46857551E+00
 0.93471063E+01, 0.46857551E+00
 0.93871956E+01, 0.46857551E+00
 0.94272859E+01, 0.46857551E+00
 0.94673771E+01, 0.46857551E+00
 0.95074694E+01, 0.46857551E+00
 0.95475627E+01, 0.46857551E+00
 0.95876569E+01, 0.46857551E+00
 0.96277522E+01, 0.46857551E+00
 0.96678484E+01, 0.46857551E+00
 0.97079456E+01, 0.46857551E+00
 0.97480438E+01, 0.46857551E+00
 0.97881430E+01, 0.46857551E+00
 0.98282431E+01, 0.46857551E+00
 0.98683442E+01, 0.46857551E+00
 0.99084463E+01, 0.46857551E+00
 0.99485494E+01, 0.46857551E+00
 0.99886534E+01, 0.46857551E+00
 0.10028758E+02, 0.46857551E+00
 0.10068864E+02, 0.46857551E+00
 0.10108971E+02, 0.46857551E+00
 0.10149079E+02, 0.46857551E+00
 0.10189188E+02, 0.46857551E+00
 0.10229297E+02, 0.46857551E+00
 0.10269408E+02, 0.46857551E+00
 0.10309520E+02, 0.46857551E+00
 0.10349632E+02, 0.46857551E+00
 0.10389746E+02, 0.46857551E+00
 0.10429860E+02, 0.46857551E+00
 0.10469975E+02, 0.46857551E+00
 0.10510092E+02, 0.46857551E+00
 0.10550209E+02, 0.46857551E+00
 0.10590327E+02, 0.46857551E+00
 0.10630446E+02, 0.46857551E+00
 0.10670566E+02, 0.46857551E+00
 0.10710686E+02, 0.46857551E+00
 0.10750808E+02, 0.46857551E+00
 0.10790931E+02, 0.46857551E+00
 0.10831054E+02, 0.46857551E+00
 0.10871179E+02, 0.46857551E+00
 0.10911304E+02, 0.46857551E+00
 0.10951430E+02, 0.46857551E+00
 0.10991557E+02, 0.46857551E+00
 0.11031685E+02, 0.46857551E+00
 0.11071814E+02, 0.46857551E+00
 0.11111944E+02, 0.46857551E+00
 0.11152074E+02, 0.46857551E+00
 0.11192206E+02, 0.46857551E+00
 0.11232338E+02, 0.46857551E+00
 0.11272471E+02, 0.46857551E+00
 0.11312606E+02, 0.46857551E+00
 0.11352740E+02, 0.46857551E+00
 0.11392876E+02, 0.46857551E+00
 0.11433013E+02, 0.46857551E+00
 0.11473150E+02, 0.46857551E+00
 0.11513289E+02, 0.46857551E+00
 0.11553428E+02, 0.46857551E+00
 0.11593568E+02, 0.46857551E+00
 0.11633709E+02, 0.46857551E+00
 0.11673851E+02, 0.46857551E+00
 0.11713993E+02, 0.46857551E+00
 0.11754137E+02, 0.47089151E+00
 0.11794281E+02, 0.47320756E+00
 0.11834426E+02, 0.47552365E+00
 0.11874572E+02, 0.47783980E+00
 0.11914719E+02, 0.48015599E+00
 0.11954866E+02, 0.48247223E+00
 0.11995015E+02, 0.48478851E+00
 0.12035164E+02, 0.48710485E+00
 0.12075314E+02, 0.48942123E+00
 0.12115464E+02, 0.49173765E+00
 0.12155616E+02, 0.49405412E+00
 0.12195768E+02, 0.49637064E+00
 0.12235922E+02, 0.49868721E+00
 0.12276076E+02, 0.50100382E+00
 0.12316230E+02, 0.50332048E+00
 0.12356386E+02, 0.50563718E+00
 0.12396542E+02, 0.50795392E+00
 0.12436699E+02, 0.51027072E+00
 0.12476857E+02, 0.51258755E+00
 0.12517016E+02, 0.51490444E+00
 0.12557175E+02, 0.51722136E+00
 0.12597336E+02, 0.51953833E+00
 0.12637497E+02, 0.52185535E+00
 0.12677658E+02, 0.52417241E+00
 0.12717821E+02, 0.52648951E+00
 0.12757984E+02, 0.52880666E+00
 0.12798148E+02, 0.53112385E+00
 0.12838313E+02, 0.53344109E+00
 0.12878478E+02, 0.53575837E+00
 0.12918645E+02, 0.53807569E+00
 0.12958812E+02, 0.54039305E+00
 0.12998980E+02, 0.54271046E+00
 0.13039148E+02, 0.54502791E+00
 0.13079317E+02, 0.54734540E+00
 0.13119487E+02, 0.54966294E+00
 0.13159658E+02, 0.55198051E+00
 0.13199829E+02, 0.55429813E+00
 0.13240002E+02, 0.55661579E+00
 0.13280175E+02, 0.55893350E+00
 0.13320348E+02, 0.56125124E+00
 0.13360522E+02, 0.56356902E+00
 0.13400698E+02, 0.56588685E+00
 0.13440873E+02, 0.56820472E+00
 0.13481050E+02, 0.57052263E+00
 0.13521227E+02, 0.57284057E+00
 0.13561405E+02, 0.57515856E+00
 0.13601583E+02, 0.57747659E+00
 0.13641763E+02, 0.57979466E+00
 0.13681943E+02, 0.58211277E+00
 0.13722123E+02, 0.58443092E+00
 0.13762304E+02, 0.58674911E+00
 0.13802486E+02, 0.58906734E+00
 0.13842669E+02, 0.59138561E+00
 0.13882853E+02, 0.59370391E+00
 0.13923037E+02, 0.59602226E+00
 0.13963221E+02, 0.59834064E+00
 0.14003407E+02, 0.60065906E+00
 0.14043593E+02, 0.60297753E+00
 0.14083779E+02, 0.60529603E+00
 0.14123967E+02, 0.60761456E+00
 0.14164155E+02, 0.60993314E+00
 0.14204344E+02, 0.61225175E+00
 0.14244533E+02, 0.61457040E+00
 0.14284723E+02, 0.61688909E+00
 0.14324913E+02, 0.61920782E+00
 0.14365105E+02, 0.62152658E+00
 0.14405297E+02, 0.62384538E+00
 0.14445489E+02, 0.62616422E+00
 0.14485682E+02, 0.62848309E+00
 0.14525876E+02, 0.63080200E+00
 0.14566071E+02, 0.63312094E+00
 0.14606266E+02, 0.63543993E+00
 0.14646461E+02, 0.63775894E+00
 0.14686658E+02, 0.64007800E+00
 0.14726855E+02, 0.64239708E+00
 0.14767052E+02, 0.64471621E+00
 0.14807250E+02, 0.64703537E+00
 0.14847449E+02, 0.64935456E+00
 0.14887648E+02, 0.65167379E+00
 0.14927848E+02, 0.65399306E+00
 0.14968049E+02, 0.65631235E+00
 0.15008250E+02, 0.65863169E+00
 0.15048452E+02, 0.66095105E+00
 0.15088654E+02, 0.66327046E+00
 0.15128857E+02, 0.66558989E+00
 0.15169061E+02, 0.66790936E+00
 0.15209265E+02, 0.67022886E+00
 0.15249469E+02, 0.67254840E+00
 0.15289675E+02, 0.67486796E+00
 0.15329880E+02, 0.67718757E+00
 0.15370087E+02, 0.67950720E+00
 0.15410294E+02, 0.68182687E+00
 0.15450501E+02, 0.68414657E+00
 0.15490709E+02, 0.68646630E+00
 0.15530918E+02, 0.68878606E+00
 0.15571127E+02, 0.69110586E+00
 0.15611337E+02, 0.69342569E+00
 0.15651547E+02, 0.69574555E+00
 0.15691758E+02, 0.69806544E+00
 0.15731969E+02, 0.70038536E+00
 0.15772181E+02, 0.70270532E+00
 0.15812394E+02, 0.70502530E+00
 0.15852607E+02, 0.70734531E+00
 0.15892820E+02, 0.70966536E+00
 0.15933034E+02, 0.71198544E+00
 0.15973249E+02, 0.71430554E+00
 0.16013464E+02, 0.71662568E+00
 0.16053680E+02, 0.71894585E+00
